t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t3::C1::die bewertungslogik::original | t3 | C1 | die Bewertungslogik | original | April 2026 — finanzen.net Anthropic-Börsengang: KI-Bewertungen zwischen Hype, Infrastruktur und regulatorischer Ungewissheit Der mögliche Börsengang von Anthropic ist mehr als ein Finanzmarktereignis – er ist ein Stresstest für die Bewertungslogik des KI-Sektors insgesamt.
t3::C1::das niedrigzinsumfeld::original | t3 | C1 | das Niedrigzinsumfeld | original | Eine Unternehmensbewertung von über 60 Milliarden US-Dollar bei einem Jahresumsatz von rund 2,5 Milliarden impliziert ein Kurs-Umsatz-Verhältnis von 24 – ein Wert, der selbst in einem Niedrigzinsumfeld nur durch außergewöhnliches Wachstum und strukturelle Marktmacht gerechtfertigt wäre.
t3::C1::rechtfertigen::original | t3 | C1 | rechtfertigen | original | Eine Unternehmensbewertung von über 60 Milliarden US-Dollar bei einem Jahresumsatz von rund 2,5 Milliarden impliziert ein Kurs-Umsatz-Verhältnis von 24 – ein Wert, der selbst in einem Niedrigzinsumfeld nur durch außergewöhnliches Wachstum und strukturelle Marktmacht gerechtfertigt wäre.
t3::C1::das differenzierungsmerkmal::original | t3 | C1 | das Differenzierungsmerkmal | original | Anthropics Differenzierungsmerkmal – AI Safety als Kern des Geschäftsmodells, nicht als Marketingzusatz – ist strategisch klug positioniert.
t3::C1::die regulierungsbehörde::original | t3 | C1 | die Regulierungsbehörde | original | In einer Phase, in der Regulierungsbehörden weltweit Sicherheitsstandards für KI-Systeme erarbeiten, ist ein Unternehmen, das Compliance und Sicherheitsarchitektur als Wettbewerbsvorteil begreift, strukturell begünstigt.
t3::C1::der wettbewerbsvorteil::original | t3 | C1 | der Wettbewerbsvorteil | original | In einer Phase, in der Regulierungsbehörden weltweit Sicherheitsstandards für KI-Systeme erarbeiten, ist ein Unternehmen, das Compliance und Sicherheitsarchitektur als Wettbewerbsvorteil begreift, strukturell begünstigt.
t3::C1::die kapitalintensität::original | t3 | C1 | die Kapitalintensität | original | Das strukturelle Risiko liegt anderswo: in der Kapitalintensität des Trainings von Frontier-Modellen, der Abhängigkeit von wenigen Cloud-Infrastrukturanbietern und der Frage, ob Sprachmodelle eine dauerhafte Plattformlogik erzeugen oder zur Massenware werden, bei der Anbieter mit dem niedrigsten Preis gewinnen.
t3::C1::die abhängigkeit::original | t3 | C1 | die Abhängigkeit | original | Das strukturelle Risiko liegt anderswo: in der Kapitalintensität des Trainings von Frontier-Modellen, der Abhängigkeit von wenigen Cloud-Infrastrukturanbietern und der Frage, ob Sprachmodelle eine dauerhafte Plattformlogik erzeugen oder zur Massenware werden, bei der Anbieter mit dem niedrigsten Preis gewinnen.
t3::C1::die massenware::original | t3 | C1 | die Massenware | original | Das strukturelle Risiko liegt anderswo: in der Kapitalintensität des Trainings von Frontier-Modellen, der Abhängigkeit von wenigen Cloud-Infrastrukturanbietern und der Frage, ob Sprachmodelle eine dauerhafte Plattformlogik erzeugen oder zur Massenware werden, bei der Anbieter mit dem niedrigsten Preis gewinnen.
t3::C1::das aufwärtspotenzial::original | t3 | C1 | das Aufwärtspotenzial | original | Für Investoren ist Anthropic eine Hochrisikoinvestition auf die Institutionalisierung von KI – mit realem Aufwärtspotenzial, aber ohne historischen Präzedenzfall.
t3::C1::der präzedenzfall::original | t3 | C1 | der Präzedenzfall | original | Für Investoren ist Anthropic eine Hochrisikoinvestition auf die Institutionalisierung von KI – mit realem Aufwärtspotenzial, aber ohne historischen Präzedenzfall.
t4::A2::german::original | t4 | A2 | german | original | example_sentence_de
t4::A2::german::generated | t4 | A2 | german | generated | example_sentence_de_generated
t4::A2::das rüstungsunternehmen::original | t4 | A2 | das Rüstungsunternehmen | original | Rüstungsunternehmen machen Waffen und militärische Produkte.
t4::A2::die waffe::original | t4 | A2 | die Waffe | original | Rüstungsunternehmen machen Waffen und militärische Produkte.
t4::A2::das militär::original | t4 | A2 | das Militär | original | Die Länder in Europa geben mehr Geld für ihr Militär aus.
t4::A2::der krieg::original | t4 | A2 | der Krieg | original | Das ist wegen der Kriege in der Welt.
t4::A2::der auftrag::original | t4 | A2 | der Auftrag | original | Mehr Geld für das Militär bedeutet mehr Aufträge für Rüstungsunternehmen.
t4::A2::problematisch::original | t4 | A2 | problematisch | original | Manche Menschen finden es problematisch, Geld in Rüstungsaktien zu investieren.
t4::A2::notwendig::original | t4 | A2 | notwendig | original | Andere sagen: Es ist notwendig für die Sicherheit Europas.
t4::A2::die sicherheit::original | t4 | A2 | die Sicherheit | original | Andere sagen: Es ist notwendig für die Sicherheit Europas.
t4::B1::german::original | t4 | B1 | german | original | example_sentence_de
t4::B1::german::generated | t4 | B1 | german | generated | example_sentence_de_generated
t4::B1::die branche::original | t4 | B1 | die Branche | original | im Aufwind Kaum eine Branche hat an der Börse in den letzten zwei Jahren so stark zugelegt wie die Rüstungsindustrie.
t4::B1::zulegen::original | t4 | B1 | zulegen | original | im Aufwind Kaum eine Branche hat an der Börse in den letzten zwei Jahren so stark zugelegt wie die Rüstungsindustrie.
t4::B1::die rüstungsindustrie::original | t4 | B1 | die Rüstungsindustrie | original | im Aufwind Kaum eine Branche hat an der Börse in den letzten zwei Jahren so stark zugelegt wie die Rüstungsindustrie.
t4::B1::verzehnfachen::original | t4 | B1 | verzehnfachen | original | Die Aktie von Rheinmetall, dem größten deutschen Rüstungskonzern, hat sich seit 2022 mehr als verzehnfacht.
t4::B1::verzeichnen::original | t4 | B1 | verzeichnen | original | Auch europäische Wettbewerber wie Leonardo, BAE Systems und Thales verzeichnen Rekordkurse.
t4::B1::der rekordkurs::original | t4 | B1 | der Rekordkurs | original | Auch europäische Wettbewerber wie Leonardo, BAE Systems und Thales verzeichnen Rekordkurse.
t4::B1::die verteidigungsausgaben::original | t4 | B1 | die Verteidigungsausgaben | original | Der Hauptgrund ist klar: Die europäischen Staaten erhöhen ihre Verteidigungsausgaben massiv.
t4::B1::das sondervermögen::original | t4 | B1 | das Sondervermögen | original | Deutschland hat ein Sondervermögen von 100 Milliarden Euro für die Bundeswehr beschlossen.
t4::B1::anstreben::original | t4 | B1 | anstreben | original | Die NATO-Länder streben das Zwei-Prozent-Ziel an.
t4::B1::aufwerfen::original | t4 | B1 | aufwerfen | original | Das wirft jedoch auch ethische Fragen auf.
t4::B1::nachhaltig::original | t4 | B1 | nachhaltig | original | Immer mehr Anleger fragen sich, ob Rüstungsinvestitionen mit nachhaltigen Anlagestrategien vereinbar sind.
t4::B1::die anlagestrategie::original | t4 | B1 | die Anlagestrategie | original | Immer mehr Anleger fragen sich, ob Rüstungsinvestitionen mit nachhaltigen Anlagestrategien vereinbar sind.
t4::B1::vereinbar::original | t4 | B1 | vereinbar | original | Immer mehr Anleger fragen sich, ob Rüstungsinvestitionen mit nachhaltigen Anlagestrategien vereinbar sind.
t4::B1::ausschliessen::original | t4 | B1 | ausschließen | original | Einige Fonds haben Rüstungsaktien aus ihren ESG-Portfolios ausgeschlossen – andere haben sie explizit aufgenommen.
t4::B2::german::original | t4 | B2 | german | original | example_sentence_de
t4::B2::german::generated | t4 | B2 | german | generated | example_sentence_de_generated
t4::B2::strukturell unterlegt::original | t4 | B2 | strukturell unterlegt | original | April 2026 — Handelsblatt Rüstungsboom an der Börse: Zwischen Rendite und Ethik Die Rally bei europäischen Rüstungsaktien ist strukturell unterlegt.
t4::B2::der munitionshersteller::original | t4 | B2 | der Munitionshersteller | original | Rheinmetall, der Panzer- und Munitionshersteller aus Düsseldorf, hat seinen Auftragsbestand auf über 50 Milliarden Euro ausgebaut – ein Vielfaches des jährlichen Umsatzes.
t4::B2::ein vielfaches::original | t4 | B2 | ein Vielfaches | original | Rheinmetall, der Panzer- und Munitionshersteller aus Düsseldorf, hat seinen Auftragsbestand auf über 50 Milliarden Euro ausgebaut – ein Vielfaches des jährlichen Umsatzes.
t4::B2::die planbarkeit::original | t4 | B2 | die Planbarkeit | original | Die Planbarkeit dieser Einnahmen über viele Jahre ist für institutionelle Investoren hochattraktiv.
t4::B2::der paradigmenwechsel::original | t4 | B2 | der Paradigmenwechsel | original | Deutschland hat mit dem 100-Milliarden-Sondervermögen und dem angestrebten Zwei-Prozent-Ziel einen Paradigmenwechsel vollzogen.
t4::B2::der militärhaushalt::original | t4 | B2 | der Militärhaushalt | original | Frankreich, Polen und die baltischen Staaten haben ihre Militärhaushalte ebenfalls deutlich ausgebaut.
t4::B2::die auftragssicherheit::original | t4 | B2 | die Auftragssicherheit | original | Für Rüstungsunternehmen bedeutet das jahrzehntelange Auftragssicherheit.
t4::B2::die kehrseite::original | t4 | B2 | die Kehrseite | original | Die Kehrseite ist die ESG-Debatte.
t4::B2::das dilemma::original | t4 | B2 | das Dilemma | original | Nachhaltigkeitsorientierte Investoren stehen vor einem Dilemma: Klassische ESG-Kriterien schließen Rüstung als Branche häufig aus.
t4::B2::der erhalt::original | t4 | B2 | der Erhalt | original | Angesichts des sicherheitspolitischen Kontexts haben mehrere EU-Institutionen jedoch begonnen, Verteidigungsinvestitionen als notwendig für den Erhalt demokratischer Gesellschaften einzustufen – eine Neubewertung, die die ESG-Industrie vor ungewohnte Fragen stellt.
t4::B2::einstufen::original | t4 | B2 | einstufen | original | Angesichts des sicherheitspolitischen Kontexts haben mehrere EU-Institutionen jedoch begonnen, Verteidigungsinvestitionen als notwendig für den Erhalt demokratischer Gesellschaften einzustufen – eine Neubewertung, die die ESG-Industrie vor ungewohnte Fragen stellt.
t4::B2::die neubewertung::original | t4 | B2 | die Neubewertung | original | Angesichts des sicherheitspolitischen Kontexts haben mehrere EU-Institutionen jedoch begonnen, Verteidigungsinvestitionen als notwendig für den Erhalt demokratischer Gesellschaften einzustufen – eine Neubewertung, die die ESG-Industrie vor ungewohnte Fragen stellt.
t4::C1::german::original | t4 | C1 | german | original | example_sentence_de
t4::C1::german::generated | t4 | C1 | german | generated | example_sentence_de_generated
t4::C1::die nachhaltigkeitsfinanzierung::original | t4 | C1 | die Nachhaltigkeitsfinanzierung | original | April 2026 — Handelsblatt Rüstungsaktien und die Neuvermessung des ESG-Kompasses Der Rüstungsboom an europäischen Börsen stellt die Nachhaltigkeitsfinanzierung vor eine konzeptionelle Zerreißprobe.
t4::C1::die zerreissprobe::original | t4 | C1 | die Zerreißprobe | original | April 2026 — Handelsblatt Rüstungsaktien und die Neuvermessung des ESG-Kompasses Der Rüstungsboom an europäischen Börsen stellt die Nachhaltigkeitsfinanzierung vor eine konzeptionelle Zerreißprobe.
t4::C1::die zerstörung::original | t4 | C1 | die Zerstörung | original | Jahrelang galt das Prinzip: Rüstungsunternehmen sind per definitionem mit ESG-Kriterien unvereinbar – sie produzieren Waffen, also Instrumente der Zerstörung.
t4::C1::schlicht::original | t4 | C1 | schlicht | original | Diese Sichtweise war moralisch bequem und analytisch schlicht.
t4::C1::der rüstungsbefürworter::original | t4 | C1 | der Rüstungsbefürworter | original | Die Argumentation der Rüstungsbefürworter lautet strukturell so: Eine Gesellschaft, die ihre Verteidigungsfähigkeit verliert, verliert auch die Grundlage für alle anderen Nachhaltigkeitsziele.
t4::C1::die verteidigungsfähigkeit::original | t4 | C1 | die Verteidigungsfähigkeit | original | Die Argumentation der Rüstungsbefürworter lautet strukturell so: Eine Gesellschaft, die ihre Verteidigungsfähigkeit verliert, verliert auch die Grundlage für alle anderen Nachhaltigkeitsziele.
t4::C1::die rechtsstaatlichkeit::original | t4 | C1 | die Rechtsstaatlichkeit | original | Demokratische Institutionen, Rechtsstaatlichkeit und soziale Sicherheit setzen physische Sicherheit voraus.
t4::C1::voraussetzen::original | t4 | C1 | voraussetzen | original | Demokratische Institutionen, Rechtsstaatlichkeit und soziale Sicherheit setzen physische Sicherheit voraus.
t4::C1::lückenlos::original | t4 | C1 | lückenlos | original | Diese Argumentation ist nicht lückenlos.
t4::C1::abstrahieren::original | t4 | C1 | abstrahieren | original | Sie abstrahiert von der Frage, welche Waffen für welche Zwecke in welche Länder geliefert werden.
t4::C1::ausstatten::original | t4 | C1 | ausstatten | original | Ein Rüstungslieferant, der gleichzeitig autoritäre Regime ausstattet, lässt sich schwerlich als ESG-konform einordnen.
t4::C1::schwerlich::original | t4 | C1 | schwerlich | original | Ein Rüstungslieferant, der gleichzeitig autoritäre Regime ausstattet, lässt sich schwerlich als ESG-konform einordnen.
t4::C1::der abnehmerstaat::original | t4 | C1 | der Abnehmerstaat | original | Die Unterscheidung zwischen defensiver und offensiver Rüstung, zwischen demokratischen Abnehmerstaaten und anderen, ist analytisch möglich – erfordert aber eine Transparenz, die viele Rüstungsunternehmen bislang nicht bieten.
t4::C1::die erkenntnis::original | t4 | C1 | die Erkenntnis | original | Was bleibt, ist die unbequeme Erkenntnis, dass Kapitalmarkt und Geopolitik keine getrennten Sphären sind – und dass jeder Investitionsentscheid eine implizite Weltsicht enthält.
t4::C1::die sphäre::original | t4 | C1 | die Sphäre | original | Was bleibt, ist die unbequeme Erkenntnis, dass Kapitalmarkt und Geopolitik keine getrennten Sphären sind – und dass jeder Investitionsentscheid eine implizite Weltsicht enthält.
t4::C1::die weltsicht::original | t4 | C1 | die Weltsicht | original | Was bleibt, ist die unbequeme Erkenntnis, dass Kapitalmarkt und Geopolitik keine getrennten Sphären sind – und dass jeder Investitionsentscheid eine implizite Weltsicht enthält.
t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t1::A2::german::generated | t1 | A2 | german | generated | example_sentence_de_generated
t1::A2::das zugticket::original | t1 | A2 | das Zugticket | original | April 2026 — Zeit Online Interrail: Mit dem Zug durch ganz Europa Interrail ist ein Zugticket für Europa.
t1::A2::zug fahren::original | t1 | A2 | Zug fahren | original | Mit diesem Ticket kann man in vielen Ländern Zug fahren.
